0	0.113	Inf	Inf	Inf	Inf	511	Inf	Inf	Inf	652	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0	0	662	402	0.113	590	0.112	0.113	0.00252	Inf	289	708	Inf	297	316	Inf	Inf	Inf	Inf	Inf
0	0	0	Inf	Inf	Inf	Inf	Inf	0.000819	245	Inf	Inf	608	623	Inf	611	729	Inf	636	Inf
0	0	0	0	Inf	Inf	621	480	Inf	Inf	Inf	Inf	Inf	637	573	Inf	Inf	Inf	Inf	Inf
0	0	0	0	0	Inf	Inf	617	485	Inf	0.000806	733	Inf	Inf	Inf	Inf	723	515	Inf	Inf
0	0	0	0	0	0	Inf	Inf	Inf	455	Inf	0.00825	196	Inf	Inf	428	474	Inf	688	Inf
0	0	0	0	0	0	0	Inf	686	Inf	Inf	643	Inf	286	Inf	Inf	673	Inf	Inf	624
0	0	0	0	0	0	0	0	563	Inf	727	687	Inf	Inf	0.000789	Inf	Inf	Inf	Inf	Inf
0	0	0	0	0	0	0	0	0	Inf	707	693	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf	0.000788	715	Inf	671	Inf
0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf	0.113	632	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	0	Inf	545	Inf	626	219	0.102	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	632	631	Inf	0.0042	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	670	Inf	Inf	0.00082
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	714	571
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
