1  -48.000000 0.000000
1 2 -27.505498 -0.880114
1 3 -38.674798 -311.116977
1 4 -33.152584 -391.763716
1 5 -28.547117 -0.345705
1 6 -36.174290 -373.590456
1 7 -41.786938 -206.302059
1 8 -35.553472 -423.982236
1 9 -43.187021 -253.729684
1 10 -44.937995 -405.598736
1 11 -46.964323 -267.970519
1 12 -35.299676 -229.835357
1 13 -35.484910 -240.005771
1 14 -45.299516 -723.530674
1 15 -34.487166 -347.119612
1 16 -41.109725 -368.667143
1 17 -40.454189 -280.939465
1 18 -37.820664 -299.526357
1 19 -34.699398 -259.585360
1 20 -45.663809 -729.449800
5 7 -31.971505 -235.730358
5 8 -30.971418 -133.296098
5 9 -34.274772 -328.957657
5 10 -38.198809 -249.159532
5 11 -9.953946 -0.053560
5 12 -21.003402 -133.258928
5 13 -31.738128 -419.929881
5 14 -41.617336 -434.570921
5 15 -30.028219 -304.266572
5 16 -42.973287 -190.092402
5 17 -22.297956 -1.915754
5 18 -35.983367 -174.352222
5 19 -29.133812 -145.462327
5 20 -42.753104 -Inf
5 1  2 -9.141360 -0.520368
5 1  3 -21.140272 -354.347207
5 1  4 -31.335479 -363.382680
5 1  6 -23.163270 -302.289809
5 1  7 -23.200533 -236.076063
5 1  8 -19.451631 -133.641803
5 1  9 -21.847944 -329.303363
5 1  10 -29.813266 -249.505237
5 1  11 -3.041876 -0.399265
5 1  12 -13.542531 -133.604634
5 1  13 -22.601606 -420.275586
5 1  14 -21.561048 -434.916626
5 1  15 -20.148976 -304.612278
5 1  16 -34.659518 -190.438107
5 1  17 -15.292040 -2.261459
5 1  18 -18.703199 -174.697927
5 1  19 -22.901458 -145.808032
5 1  20 -27.705627 -Inf
5 2  3 -12.040168 -354.176165
5 2  4 -7.216952 -363.211638
5 2  6 -11.808744 -302.118767
5 2  7 -11.543564 -235.905021
5 2  8 -9.531455 -133.470761
5 2  9 -11.019414 -329.132321
5 2  10 -10.762727 -249.334195
5 2  11 -1.855374 -0.228223
5 2  12 -10.948534 -133.433592
5 2  13 -11.002381 -420.104544
5 2  14 -10.081837 -434.745584
5 2  15 -11.540832 -304.441236
5 2  16 -11.161593 -190.267065
5 2  17 -4.977053 -2.090417
5 2  18 -11.117856 -174.526885
5 2  19 -10.663443 -145.636990
5 2  20 -9.809319 -Inf
5 3  4 -22.574361 -717.038476
5 3  6 -19.729361 -655.945606
5 3  7 -19.977493 -589.731859
5 3  8 -21.123914 -487.297600
5 3  9 -19.276313 -682.959159
5 3  10 -23.227291 -603.161034
5 3  11 -4.345680 -354.055062
5 3  12 -16.207902 -487.260430
5 3  13 -19.642599 -773.931383
5 3  14 -21.879780 -788.572423
5 3  15 -21.553153 -658.268074
5 3  16 -25.445122 -544.093904
5 3  17 -15.749496 -355.917256
5 3  18 -21.367298 -528.353724
5 3  19 -18.244836 -499.463829
5 3  20 -31.535574 -Inf
5 4  6 -27.843049 -664.981078
5 4  7 -21.955077 -598.767332
5 4  8 -24.287094 -496.333072
5 4  9 -17.964654 -691.994632
5 4  10 -31.321397 -612.196506
5 4  11 -1.779050 -363.090535
5 4  12 -18.502542 -496.295903
5 4  13 -25.243536 -782.966856
5 4  14 -32.481905 -797.607895
5 4  15 -27.749190 -667.303547
5 4  16 -33.766119 -553.129376
5 4  17 -16.872201 -364.952728
5 4  18 -20.656846 -537.389196
5 4  19 -23.439574 -508.499301
5 4  20 -30.651413 -Inf
5 6  7 -21.370654 -537.674461
5 6  8 -23.574387 -435.240202
5 6  9 -20.621926 -630.901761
5 6  10 -22.085228 -551.103636
5 6  11 -4.303659 -301.997664
5 6  12 -15.208641 -435.203032
5 6  13 -27.964075 -721.873985
5 6  14 -24.232166 -736.515025
5 6  15 -25.310824 -606.210676
5 6  16 -26.500532 -492.036506
5 6  17 -10.685120 -303.859858
5 6  18 -18.243721 -476.296326
5 6  19 -23.597152 -447.406431
5 6  20 -29.121941 -Inf
5 7  8 -19.001741 -369.026456
5 7  9 -23.835630 -564.688015
5 7  10 -15.942049 -484.889889
5 7  11 -6.393390 -235.783918
5 7  12 -14.363621 -368.989286
5 7  13 -19.737249 -655.660239
5 7  14 -18.137274 -670.301278
5 7  15 -18.499572 -539.996930
5 7  16 -20.312885 -425.822759
5 7  17 -15.360200 -237.646111
5 7  18 -19.273980 -410.082580
5 7  19 -18.236588 -381.192684
5 7  20 -23.089312 -Inf
5 8  9 -22.544865 -462.253755
5 8  10 -23.136659 -382.455630
5 8  11 -3.029929 -133.349658
5 8  12 -16.871027 -266.555026
5 8  13 -23.319187 -553.225979
5 8  14 -17.988812 -567.867019
5 8  15 -27.240115 -437.562670
5 8  16 -24.777444 -323.388500
5 8  17 -11.942696 -135.211852
5 8  18 -18.064685 -307.648320
5 8  19 -21.900703 -278.758425
5 8  20 -24.192531 -Inf
5 9  10 -21.975977 -578.117189
5 9  11 -8.675272 -329.011217
5 9  12 -15.956319 -462.216586
5 9  13 -20.379365 -748.887538
5 9  14 -21.787181 -763.528578
5 9  15 -21.247489 -633.224230
5 9  16 -25.233921 -519.050059
5 9  17 -14.633935 -330.873411
5 9  18 -17.586776 -503.309879
5 9  19 -21.644701 -474.419984
5 9  20 -29.253449 -Inf
5 10  11 -5.926909 -249.213092
5 10  12 -17.028505 -382.418460
5 10  13 -22.176807 -669.089413
5 10  14 -29.157304 -683.730453
5 10  15 -25.453605 -553.426104
5 10  16 -34.114627 -439.251934
5 10  17 -14.015630 -251.075285
5 10  18 -20.389853 -423.511754
5 10  19 -19.272504 -394.621858
5 10  20 -28.381688 -Inf
5 11  12 -5.893569 -133.312489
5 11  13 -5.316227 -419.983441
5 11  14 -7.336531 -434.624481
5 11  15 -3.059664 -304.320132
5 11  16 -6.715119 -190.145962
5 11  17 -7.865349 -1.969314
5 11  18 -6.017994 -174.405782
5 11  19 -4.835289 -145.515887
5 11  20 -8.394734 -Inf
5 12  13 -18.684974 -553.188810
5 12  14 -17.005435 -567.829849
5 12  15 -16.574011 -437.525501
5 12  16 -16.722944 -323.351330
5 12  17 -8.176398 -135.174682
5 12  18 -19.324984 -307.611150
5 12  19 -17.665818 -278.721255
5 12  20 -19.134180 -Inf
5 13  14 -19.132315 -854.500802
5 13  15 -25.702331 -724.196453
5 13  16 -27.226969 -610.022283
5 13  17 -12.558159 -421.845635
5 13  18 -20.591493 -594.282103
5 13  19 -25.417639 -565.392208
5 13  20 -25.700324 -Inf
5 14  15 -27.299365 -738.837493
5 14  16 -32.877322 -624.663323
5 14  17 -14.881098 -436.486675
5 14  18 -17.323232 -608.923143
5 14  19 -19.684037 -580.033248
5 14  20 -38.340681 -Inf
5 15  16 -27.212421 -494.358974
5 15  17 -12.731690 -306.182326
5 15  18 -16.797951 -478.618794
5 15  19 -22.156988 -449.728899
5 15  20 -23.169318 -Inf
5 16  17 -17.653105 -192.008156
5 16  18 -19.502986 -364.444624
5 16  19 -26.217150 -335.554729
5 16  20 -34.938574 -Inf
5 17  18 -13.744889 -176.267976
5 17  19 -12.135939 -147.378081
5 17  20 -19.163215 -Inf
5 18  19 -18.237946 -319.814549
5 18  20 -23.541465 -Inf
5 19  20 -24.162201 -Inf
6  -48.000000 0.000000
6 1 -34.105620 -373.590456
6 2 -23.300120 -249.673077
6 3 -42.795937 -428.145725
6 4 -29.624350 -350.795807
6 5 -27.162647 -301.944104
6 7 -34.904681 -350.058670
6 8 -29.171609 -442.350973
6 9 -41.022896 -378.921116
6 10 -24.283918 -2.268464
6 11 -42.837727 -376.487724
6 12 -7.665318 -0.119601
6 13 -10.280367 -0.168409
6 14 -32.423626 -258.339606
6 15 -30.050982 -249.754541
6 16 -26.154205 -112.450392
6 17 -31.123575 -136.342286
6 18 -20.187170 -169.052207
6 19 -14.156049 -99.064167
6 20 -41.992380 -671.383693
6 1  2 -18.377865 -623.263533
6 1  3 -28.223998 -801.736181
6 1  4 -24.056897 -724.386263
6 1  5 -21.335912 -675.534560
6 1  7 -18.742322 -723.649126
6 1  8 -25.264336 -815.941429
6 1  9 -23.194534 -752.511572
6 1  10 -17.786523 -375.858920
6 1  11 -21.963284 -750.078180
6 1  12 -6.227579 -373.710057
6 1  13 -7.762973 -373.758865
6 1  14 -17.254411 -631.930062
6 1  15 -24.386413 -623.344997
6 1  16 -19.513530 -486.040848
6 1  17 -18.392973 -509.932743
6 1  18 -11.481031 -542.642663
6 1  19 -11.010787 -472.654623
6 1  20 -28.120677 -1044.974150
6 2  3 -18.826984 -677.818802
6 2  4 -19.884393 -600.468884
6 2  5 -19.460732 -551.617181
6 2  7 -12.165744 -599.731747
6 2  8 -20.458873 -692.024050
6 2  9 -19.132364 -628.594192
6 2  10 -12.850650 -251.941541
6 2  11 -20.499639 -626.160801
6 2  12 -5.692079 -249.792678
6 2  13 -8.856609 -249.841485
6 2  14 -10.590126 -508.012683
6 2  15 -19.431517 -499.427617
6 2  16 -11.453928 -362.123468
6 2  17 -11.869602 -386.015363
6 2  18 -12.311364 -418.725284
6 2  19 -11.866406 -348.737244
6 2  20 -17.998164 -921.056770
6 3  4 -27.080325 -778.941532
6 3  5 -18.766707 -730.089829
6 3  7 -24.091381 -778.204395
6 3  8 -21.198442 -870.496698
6 3  9 -23.059204 -807.066841
6 3  10 -16.939591 -430.414189
6 3  11 -23.738069 -804.633449
6 3  12 -6.012719 -428.265326
6 3  13 -8.837877 -428.314134
6 3  14 -20.927861 -686.485331
6 3  15 -20.445706 -677.900266
6 3  16 -16.679665 -540.596117
6 3  17 -21.508084 -564.488012
6 3  18 -14.179567 -597.197932
6 3  19 -12.077927 -527.209892
6 3  20 -33.393997 -1099.529419
6 4  5 -19.605521 -652.739911
6 4  7 -24.625038 -700.854477
6 4  8 -25.081421 -793.146780
6 4  9 -20.827238 -729.716922
6 4  10 -15.422014 -353.064271
6 4  11 -19.959851 -727.283531
6 4  12 -6.148696 -350.915408
6 4  13 -8.675073 -350.964215
6 4  14 -19.468585 -609.135413
6 4  15 -22.367990 -600.550347
6 4  16 -15.673755 -463.246199
6 4  17 -16.668076 -487.138093
6 4  18 -12.336965 -519.848014
6 4  19 -11.020309 -449.859974
6 4  20 -24.648446 -1022.179500
6 5  7 -18.407009 -652.002774
6 5  8 -22.313768 -744.295077
6 5  9 -22.744224 -680.865219
6 5  10 -13.603787 -304.212568
6 5  11 -24.954320 -678.431828
6 5  12 -4.821526 -302.063705
6 5  13 -8.528405 -302.112512
6 5  14 -10.242867 -560.283710
6 5  15 -22.812376 -551.698644
6 5  16 -13.691537 -414.394496
6 5  17 -13.919080 -438.286390
6 5  18 -12.701137 -470.996311
6 5  19 -11.486622 -401.008271
6 5  20 -23.768170 -973.327797
6 7  8 -23.982631 -792.409643
6 7  9 -24.741449 -728.979785
6 7  10 -15.838419 -352.327134
6 7  11 -27.103833 -726.546394
6 7  12 -5.157682 -350.178271
6 7  13 -8.720852 -350.227078
6 7  14 -18.119597 -608.398276
6 7  15 -24.258624 -599.813210
6 7  16 -16.844153 -462.509061
6 7  17 -22.336898 -486.400956
6 7  18 -11.715703 -519.110877
6 7  19 -11.464339 -449.122837
6 7  20 -24.197505 -1021.442363
6 8  9 -21.676446 -821.272088
6 8  10 -14.333836 -444.619437
6 8  11 -22.864781 -818.838697
6 8  12 -5.478017 -442.470574
6 8  13 -9.173617 -442.519381
6 8  14 -17.226505 -700.690579
6 8  15 -25.289120 -692.105513
6 8  16 -14.700183 -554.801365
6 8  17 -16.549745 -578.693259
6 8  18 -11.693724 -611.403180
6 8  19 -12.368432 -541.415140
6 8  20 -24.488984 -1113.734666
6 9  10 -17.195539 -381.189579
6 9  11 -35.970630 -755.408840
6 9  12 -7.120532 -379.040716
6 9  13 -8.082221 -379.089524
6 9  14 -16.706420 -637.260722
6 9  15 -22.873384 -628.675656
6 9  16 -14.339218 -491.371507
6 9  17 -24.136842 -515.263402
6 9  18 -14.018348 -547.973323
6 9  19 -11.795430 -477.985283
6 9  20 -31.309117 -1050.304809
6 10  11 -18.693625 -378.756188
6 10  12 -6.032429 -2.388065
6 10  13 -7.931664 -2.436872
6 10  14 -11.924477 -260.608070
6 10  15 -17.467245 -252.023004
6 10  16 -15.763057 -114.718855
6 10  17 -13.825487 -138.610750
6 10  18 -10.326396 -171.320671
6 10  19 -10.260885 -101.332631
6 10  20 -19.067644 -673.652157
6 11  12 -5.215802 -376.607325
6 11  13 -8.335717 -376.656133
6 11  14 -19.017456 -634.827331
6 11  15 -23.225574 -626.242265
6 11  16 -20.348129 -488.938116
6 11  17 -21.113999 -512.830011
6 11  18 -14.005494 -545.539932
6 11  19 -11.823115 -475.551892
6 11  20 -35.212903 -1047.871418
6 12  13 -4.544483 -0.288010
6 12  14 -4.727159 -258.459207
6 12  15 -6.141108 -249.874141
6 12  16 -5.524698 -112.569993
6 12  17 -4.493614 -136.461887
6 12  18 -6.955326 -169.171808
6 12  19 -5.675128 -99.183768
6 12  20 -5.707129 -671.503294
6 13  14 -6.650626 -258.508015
6 13  15 -8.129396 -249.922949
6 13  16 -7.682090 -112.618800
6 13  17 -5.960594 -136.510695
6 13  18 -7.353861 -169.220616
6 13  19 -8.519305 -99.232576
6 13  20 -6.541835 -671.552102
6 14  15 -15.696879 -508.094147
6 14  16 -14.687817 -370.789998
6 14  17 -15.785607 -394.681893
6 14  18 -12.980965 -427.391814
6 14  19 -10.083783 -357.403774
6 14  20 -26.667710 -929.723300
6 15  16 -18.030784 -362.204932
6 15  17 -18.166915 -386.096827
6 15  18 -10.967513 -418.806748
6 15  19 -10.486403 -348.818708
6 15  20 -24.024888 -921.138234
6 16  17 -15.349538 -248.792678
6 16  18 -10.038405 -281.502599
6 16  19 -10.861496 -211.514559
6 16  20 -20.518066 -783.834085
6 17  18 -7.525489 -305.394494
6 17  19 -8.200364 -235.406454
6 17  20 -24.879821 -807.725980
6 18  19 -10.761431 -268.116375
6 18  20 -13.648618 -840.435901
6 19  20 -11.423862 -770.447861
7  -48.000000 0.000000
7 1 -35.266383 -206.302059
7 2 -24.777051 -0.178692
7 3 -46.682269 -670.433561
7 4 -36.366185 -251.023894
7 5 -32.793984 -235.730358
7 6 -34.744137 -350.058670
7 8 -33.970492 -192.477055
7 9 -38.564251 -152.369431
7 10 -44.000065 -393.098321
7 11 -39.251680 -338.660437
7 12 -33.509489 -362.096526
7 13 -34.993866 -303.286072
7 14 -36.407540 -51.631650
7 15 -37.879000 -349.861320
7 16 -45.359982 -565.581946
7 17 -37.677524 -377.313039
7 18 -38.495941 -294.523531
7 19 -35.688447 -446.127732
7 20 -45.338450 -535.429162
7 1  2 -20.698514 -206.480752
7 1  3 -29.736870 -876.735620
7 1  4 -27.496661 -457.325954
7 1  5 -25.705652 -442.032417
7 1  6 -26.333690 -556.360729
7 1  8 -26.028081 -398.779114
7 1  9 -26.814279 -358.671490
7 1  10 -31.866507 -599.400381
7 1  11 -24.238372 -544.962497
7 1  12 -25.174343 -568.398586
7 1  13 -21.560462 -509.588131
7 1  14 -18.783953 -257.933710
7 1  15 -29.449116 -556.163380
7 1  16 -31.614273 -771.884005
7 1  17 -26.188355 -583.615099
7 1  18 -25.239605 -500.825590
7 1  19 -26.971004 -652.429792
7 1  20 -30.606604 -741.731222
7 2  3 -19.758315 -670.612253
7 2  4 -21.966394 -251.202587
7 2  5 -23.116663 -235.909050
7 2  6 -16.765155 -350.237362
7 2  8 -21.378390 -192.655747
7 2  9 -17.126141 -152.548123
7 2  10 -21.750217 -393.277014
7 2  11 -22.855820 -338.839130
7 2  12 -18.555560 -362.275219
7 2  13 -19.404916 -303.464764
7 2  14 -14.189125 -51.810343
7 2  15 -20.302915 -350.040013
7 2  16 -20.909717 -565.760638
7 2  17 -19.491344 -377.491732
7 2  18 -21.316862 -294.702223
7 2  19 -20.171348 -446.306425
7 2  20 -18.067718 -535.607855
7 3  4 -30.925849 -921.457455
7 3  5 -28.080171 -906.163918
7 3  6 -29.970505 -1020.492230
7 3  8 -27.093792 -862.910616
7 3  9 -27.760243 -822.802991
7 3  10 -28.368426 -1063.531882
7 3  11 -32.027079 -1009.093998
7 3  12 -29.630921 -1032.530087
7 3  13 -29.122646 -973.719632
7 3  14 -22.686766 -722.065211
7 3  15 -29.477787 -1020.294881
7 3  16 -30.584291 -1236.015506
7 3  17 -31.653256 -1047.746600
7 3  18 -30.428452 -964.957091
7 3  19 -28.965619 -1116.561293
7 3  20 -30.807929 -1205.862723
7 4  5 -24.598211 -486.754252
7 4  6 -29.721621 -601.082564
7 4  8 -31.368530 -443.500949
7 4  9 -27.791032 -403.393325
7 4  10 -25.922269 -644.122216
7 4  11 -24.245335 -589.684332
7 4  12 -27.859143 -613.120421
7 4  13 -23.180973 -554.309966
7 4  14 -24.041417 -302.655545
7 4  15 -31.311430 -600.885215
7 4  16 -27.792068 -816.605840
7 4  17 -21.499180 -628.336934
7 4  18 -27.734667 -545.547425
7 4  19 -28.667663 -697.151627
7 4  20 -29.134502 -786.453057
7 5  6 -23.155044 -585.789027
7 5  8 -25.551072 -428.207412
7 5  9 -25.531297 -388.099788
7 5  10 -28.013958 -628.828679
7 5  11 -27.992574 -574.390795
7 5  12 -27.466030 -597.826884
7 5  13 -28.000252 -539.016429
7 5  14 -17.308070 -287.362008
7 5  15 -25.527646 -585.591678
7 5  16 -26.825866 -801.312303
7 5  17 -27.497074 -613.043397
7 5  18 -28.625497 -530.253888
7 5  19 -28.583774 -681.858090
7 5  20 -24.816232 -771.159520
7 6  8 -27.179315 -542.535725
7 6  9 -21.478979 -502.428101
7 6  10 -21.490001 -743.156991
7 6  11 -26.629232 -688.719107
7 6  12 -30.684435 -712.155196
7 6  13 -27.602486 -653.344741
7 6  14 -19.818352 -401.690320
7 6  15 -30.429894 -699.919990
7 6  16 -25.553394 -915.640616
7 6  17 -28.089185 -727.371709
7 6  18 -30.284894 -644.582201
7 6  19 -29.819333 -796.186402
7 6  20 -21.741676 -885.487832
7 8  9 -26.897459 -344.846486
7 8  10 -22.820519 -585.575376
7 8  11 -24.771013 -531.137492
7 8  12 -26.650827 -554.573581
7 8  13 -25.897479 -495.763126
7 8  14 -16.417250 -244.108705
7 8  15 -31.721708 -542.338375
7 8  16 -24.114621 -758.059001
7 8  17 -24.709889 -569.790094
7 8  18 -25.203634 -487.000586
7 8  19 -25.767832 -638.604787
7 8  20 -27.577007 -727.906217
7 9  10 -24.578344 -545.467752
7 9  11 -34.141184 -491.029868
7 9  12 -21.640651 -514.465957
7 9  13 -23.641196 -455.655502
7 9  14 -20.766090 -204.001081
7 9  15 -28.248279 -502.230751
7 9  16 -23.208589 -717.951376
7 9  17 -23.828790 -529.682470
7 9  18 -26.044460 -446.892961
7 9  19 -27.148344 -598.497163
7 9  20 -28.156704 -687.798593
7 10  11 -26.220707 -731.758759
7 10  12 -24.334530 -755.194848
7 10  13 -22.081196 -696.384393
7 10  14 -27.602420 -444.729972
7 10  15 -28.014851 -742.959641
7 10  16 -37.061126 -958.680267
7 10  17 -30.690758 -770.411361
7 10  18 -27.045039 -687.621852
7 10  19 -23.135426 -839.226054
7 10  20 -33.127924 -928.527483
7 11  12 -28.963473 -700.756964
7 11  13 -28.674289 -641.946509
7 11  14 -22.814523 -390.292088
7 11  15 -29.382274 -688.521758
7 11  16 -30.359439 -904.242383
7 11  17 -33.253263 -715.973477
7 11  18 -28.164359 -633.183968
7 11  19 -29.145093 -784.788170
7 11  20 -32.128409 -874.089600
7 12  13 -30.205604 -665.382598
7 12  14 -17.965488 -413.728177
7 12  15 -29.629664 -711.957846
7 12  16 -24.876440 -927.678472
7 12  17 -29.692584 -739.409566
7 12  18 -32.399049 -656.620057
7 12  19 -30.878215 -808.224259
7 12  20 -22.648792 -897.525688
7 13  14 -21.835367 -354.917722
7 13  15 -29.224155 -653.147392
7 13  16 -26.791875 -868.868017
7 13  17 -28.466434 -680.599111
7 13  18 -29.386447 -597.809602
7 13  19 -31.601378 -749.413804
7 13  20 -25.964548 -838.715234
7 14  15 -21.664882 -401.492971
7 14  16 -27.406347 -617.213596
7 14  17 -23.569099 -428.944690
7 14  18 -19.918125 -346.155181
7 14  19 -22.433103 -497.759383
7 14  20 -32.608105 -587.060813
7 15  16 -29.693738 -915.443266
7 15  17 -29.082604 -727.174360
7 15  18 -28.111764 -644.384851
7 15  19 -28.051244 -795.989052
7 15  20 -30.075944 -885.290482
7 16  17 -32.057079 -942.894985
7 16  18 -25.479489 -860.105476
7 16  19 -24.723861 -1011.709678
7 16  20 -34.324447 -1101.011108
7 17  18 -29.850341 -671.836570
7 17  19 -29.757887 -823.440772
7 17  20 -33.347941 -912.742202
7 18  19 -30.102363 -740.651263
7 18  20 -24.092713 -829.952693
7 19  20 -27.930002 -981.556894
8  -48.000000 0.000000
8 1 -31.611428 -423.982236
8 2 -19.722646 -83.128465
8 3 -41.657801 -139.623624
8 4 -27.559303 -327.167853
8 5 -21.936345 -133.296098
8 6 -27.905450 -442.350973
8 7 -37.147736 -192.477055
8 9 -37.957191 -89.002415
8 10 -35.650274 -317.737741
8 11 -42.715429 -322.666761
8 12 -31.571229 -319.331518
8 13 -25.900697 -426.228214
8 14 -40.352862 -430.371035
8 15 -7.374145 -0.051066
8 16 -39.638212 -427.071648
8 17 -42.836289 -593.861562
8 18 -41.676582 -402.718422
8 19 -26.389075 -382.403518
8 20 -41.072055 -Inf
8 1  2 -18.334934 -507.110701
8 1  3 -18.216447 -563.605860
8 1  4 -20.622603 -751.150090
8 1  5 -17.527791 -557.278334
8 1  6 -23.389456 -866.333209
8 1  7 -23.345579 -616.459291
8 1  9 -21.831542 -512.984651
8 1  10 -23.653831 -741.719977
8 1  11 -23.261530 -746.648998
8 1  12 -21.597836 -743.313754
8 1  13 -20.347616 -850.210450
8 1  14 -23.481300 -854.353271
8 1  15 -6.456929 -424.033303
8 1  16 -28.275084 -851.053884
8 1  17 -25.980170 -1017.843798
8 1  18 -22.399589 -826.700658
8 1  19 -19.534215 -806.385754
8 1  20 -23.748304 -Inf
8 2  3 -16.165772 -222.752089
8 2  4 -14.858009 -410.296318
8 2  5 -14.989801 -216.424563
8 2  6 -17.013516 -525.479438
8 2  7 -16.808238 -275.605520
8 2  9 -15.450268 -172.130880
8 2  10 -12.611765 -400.866206
8 2  11 -17.376588 -405.795226
8 2  12 -15.475457 -402.459983
8 2  13 -16.424842 -509.356679
8 2  14 -16.319730 -513.499500
8 2  15 -5.772688 -83.179531
8 2  16 -16.484505 -510.200113
8 2  17 -17.030113 -676.990027
8 2  18 -15.640475 -485.846887
8 2  19 -15.465266 -465.531983
8 2  20 -17.230781 -Inf
8 3  4 -14.857151 -466.791478
8 3  5 -14.371447 -272.919722
8 3  6 -15.666426 -581.974597
8 3  7 -17.945354 -332.100679
8 3  9 -16.394190 -228.626039
8 3  10 -16.443667 -457.361366
8 3  11 -20.986090 -462.290386
8 3  12 -16.391240 -458.955142
8 3  13 -16.471480 -565.851838
8 3  14 -19.845026 -569.994660
8 3  15 -5.847774 -139.674691
8 3  16 -23.857390 -566.695272
8 3  17 -20.567284 -733.485186
8 3  18 -18.760261 -542.342047
8 3  19 -14.230717 -522.027142
8 3  20 -29.239471 -Inf
8 4  5 -15.252311 -460.463951
8 4  6 -21.650821 -769.518826
8 4  7 -21.164437 -519.644908
8 4  9 -12.683020 -416.170268
8 4  10 -21.082127 -644.905595
8 4  11 -19.555285 -649.834615
8 4  12 -21.129917 -646.499371
8 4  13 -18.480274 -753.396067
8 4  14 -21.278815 -757.538889
8 4  15 -5.705191 -327.218920
8 4  16 -21.994903 -754.239501
8 4  17 -22.378410 -921.029416
8 4  18 -21.893853 -729.886276
8 4  19 -17.799988 -709.571372
8 4  20 -22.299613 -Inf
8 5  6 -14.914407 -575.647071
8 5  7 -14.927062 -325.773153
8 5  9 -15.717060 -222.298513
8 5  10 -16.168623 -451.033839
8 5  11 -18.489079 -455.962859
8 5  12 -15.602958 -452.627616
8 5  13 -15.773317 -559.524312
8 5  14 -16.243021 -563.667133
8 5  15 -5.395561 -133.347164
8 5  16 -17.872143 -560.367746
8 5  17 -17.877496 -727.157660
8 5  18 -15.871492 -536.014520
8 5  19 -15.766726 -515.699616
8 5  20 -17.803889 -Inf
8 6  7 -23.070248 -634.828028
8 6  9 -17.568473 -531.353388
8 6  10 -21.867886 -760.088714
8 6  11 -20.930702 -765.017734
8 6  12 -23.658589 -761.682491
8 6  13 -22.538531 -868.579187
8 6  14 -18.942793 -872.722008
8 6  15 -6.308108 -442.402039
8 6  16 -20.196809 -869.422621
8 6  17 -23.724606 -1036.212535
8 6  18 -23.285722 -845.069395
8 6  19 -21.648838 -824.754491
8 6  20 -21.742418 -Inf
8 7  9 -29.552952 -281.479470
8 7  10 -24.689399 -510.214796
8 7  11 -31.325198 -515.143816
8 7  12 -25.169391 -511.808573
8 7  13 -21.696183 -618.705269
8 7  14 -19.558870 -622.848090
8 7  15 -5.307149 -192.528121
8 7  16 -24.561203 -619.548703
8 7  17 -31.820804 -786.338617
8 7  18 -24.916929 -595.195477
8 7  19 -20.657593 -574.880573
8 7  20 -28.310905 -Inf
8 9  10 -21.892890 -406.740156
8 9  11 -33.035418 -411.669176
8 9  12 -23.196866 -408.333933
8 9  13 -18.195028 -515.230629
8 9  14 -28.087410 -519.373450
8 9  15 -6.027671 -89.053481
8 9  16 -24.947414 -516.074063
8 9  17 -27.416519 -682.863977
8 9  18 -22.916912 -491.720837
8 9  19 -18.018587 -471.405933
8 9  20 -27.595066 -Inf
8 10  11 -25.956121 -640.404503
8 10  12 -25.184979 -637.069259
8 10  13 -14.980075 -743.965955
8 10  14 -21.703684 -748.108777
8 10  15 -5.957104 -317.788808
8 10  16 -28.959651 -744.809389
8 10  17 -27.009972 -911.599303
8 10  18 -29.365859 -720.456164
8 10  19 -15.253726 -700.141259
8 10  20 -25.971592 -Inf
8 11  12 -28.438922 -641.998279
8 11  13 -21.309371 -748.894975
8 11  14 -33.199655 -753.037797
8 11  15 -5.650386 -322.717828
8 11  16 -30.269297 -749.738409
8 11  17 -35.648251 -916.528324
8 11  18 -29.686331 -725.385184
8 11  19 -21.525907 -705.070280
8 11  20 -31.652081 -Inf
8 12  13 -21.402361 -745.559732
8 12  14 -21.488985 -749.702553
8 12  15 -5.616623 -319.382584
8 12  16 -26.538701 -746.403166
8 12  17 -29.697464 -913.193080
8 12  18 -24.672761 -722.049940
8 12  19 -20.006166 -701.735036
8 12  20 -21.336474 -Inf
8 13  14 -17.051222 -856.599249
8 13  15 -6.402233 -426.279280
8 13  16 -22.264813 -853.299862
8 13  17 -21.763925 -1020.089776
8 13  18 -18.181315 -828.946636
8 13  19 -23.762083 -808.631732
8 13  20 -24.409239 -Inf
8 14  15 -6.452219 -430.422102
8 14  16 -23.375654 -857.442683
8 14  17 -32.400329 -1024.232597
8 14  18 -24.590998 -833.089458
8 14  19 -15.324151 -812.774553
8 14  20 -33.487830 -Inf
8 15  16 -5.915247 -427.122714
8 15  17 -5.441276 -593.912629
8 15  18 -6.489115 -402.769489
8 15  19 -6.599282 -382.454584
8 15  20 -5.551663 -Inf
8 16  17 -32.131666 -1020.933210
8 16  18 -28.483201 -829.790070
8 16  19 -23.595817 -809.475166
8 16  20 -30.040485 -Inf
8 17  18 -29.430713 -996.579984
8 17  19 -22.513289 -976.265080
8 17  20 -31.347798 -Inf
8 18  19 -17.104460 -785.121940
8 18  20 -20.606813 -Inf
8 19  20 -24.727080 -Inf
9  -48.000000 0.000000
9 1 -44.275693 -253.729684
9 2 -25.346496 -0.906622
9 3 -25.639183 -0.143107
9 4 -45.615434 -Inf
9 5 -34.448702 -328.957657
9 6 -41.092030 -378.921116
9 7 -36.486529 -152.369431
9 8 -33.343328 -89.002415
9 10 -44.526282 -231.697905
9 11 -33.471191 -252.161528
9 12 -36.942244 -290.383499
9 13 -40.957153 -380.458197
