0	0.617	24.3	24.2	22.3	18.2	15.8	35.1	20.4	20.7	25.2	30.1	36.8	37.9	31.7	23.9	19.8	31.7	28.4	37.6
0	0	0.107	22	4.59	12	0.000374	0.0954	26.4	3.03	7.25	13.2	39.5	0.974	14.3	6.25	12.6	18.9	33	15.8
0	0	0	32.3	16.8	6.59	27.1	25	0.0396	0.0424	6.13	13	30.4	29.9	29.4	30.5	13.7	32.4	35.9	34.8
0	0	0	0	9.38	33.9	36.8	9.04	30.6	31.6	0.0763	26.8	35.5	38	27.2	26.7	34.4	37.4	32.6	39.2
0	0	0	0	0	10.1	9.52	17.7	31.1	12.1	0.14	0.486	29.8	15.9	10.6	13.8	4.89	37.7	25.7	22.8
0	0	0	0	0	0	8.91	32	32	0.000374	11	0.415	13.4	8.77	17.8	10.2	10.7	5.96	22.7	22.9
0	0	0	0	0	0	0	9.55	32.5	10.4	13	12.6	33.6	0.0557	38	36.2	8.47	22.6	37.3	21.5
0	0	0	0	0	0	0	0	14.6	25.2	30	28.5	31.7	24.4	0.000374	29	32.1	29.8	35	15
0	0	0	0	0	0	0	0	0	30.9	32.4	34	26.1	34.5	31.5	27.9	32.1	31	38.2	39.4
0	0	0	0	0	0	0	0	0	0	32.7	7.92	26.8	11.6	20.9	0.000374	24.1	19.8	29.5	35.9
0	0	0	0	0	0	0	0	0	0	0	9.43	30.2	19.2	21.7	33.9	0.0759	25.3	33.6	35.1
0	0	0	0	0	0	0	0	0	0	0	0	14.6	29.6	17.8	9.2	0.000374	0.0737	27.6	30.6
0	0	0	0	0	0	0	0	0	0	0	0	0	21.1	27.3	24.4	35.1	30.9	0.000374	13.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1	9.66	17.9	21.6	29.4	0.000374
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6	15.5	25.8	24.3	24.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.7	27.6	16.4	31.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9	30.5	28.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.2	23.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
