0	340	Inf	Inf	732	727	Inf	547	Inf	Inf	706	507	Inf	533	503	Inf	Inf	672	665	591
0	0	0.956	573	0.358	1.98	0.265	356	342	0.65	487	214	Inf	0.534	623	1	559	664	706	719
0	0	0	676	217	707	217	646	0.218	0.658	315	Inf	536	433	529	437	Inf	Inf	456	540
0	0	0	0	733	700	665	Inf	Inf	Inf	256	504	Inf	Inf	Inf	705	487	282	Inf	645
0	0	0	0	0	555	1.12	700	337	533	0.245	0.364	Inf	704	641	329	0.841	542	623	Inf
0	0	0	0	0	0	Inf	Inf	546	0.214	622	1.57	529	242	Inf	454	Inf	728	292	442
0	0	0	0	0	0	0	1.33	Inf	628	386	574	634	0.19	427	Inf	220	589	527	1.91
0	0	0	0	0	0	0	0	Inf	713	704	Inf	Inf	Inf	0.268	694	Inf	713	Inf	Inf
0	0	0	0	0	0	0	0	0	273	636	569	634	623	474	510	615	Inf	555	571
0	0	0	0	0	0	0	0	0	0	Inf	664	Inf	Inf	Inf	0.12	Inf	Inf	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	501	Inf	Inf	Inf	Inf	0.0523	488	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	0	Inf	636	609	688	0.175	0.129	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	733	Inf	Inf	Inf	0.0486	688
0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	Inf	Inf	593	Inf	0.342
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	693	478	723	706
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	303	599
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	Inf	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
